TIME,ROAD_CLASS,DISTRICT,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,MANOEUVER,DRIVACT,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,NEIGHBOURHOOD_158
1157,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,North,Turning Right,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Failed to Yield Right of Way,Unknown,,Yes,Yes,,,,,,Yes,,,Woodbine-Lumsden
949,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,South,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,Yes,,,,,Regent Park
949,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,Unknown,,,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Inattentive,,,,Yes,,Yes,,,,Yes,,,,,Regent Park
949,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,30 to 34,,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,Regent Park
442,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Truck Driver,30 to 34,,North,Turning Left,Driving Properly,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,Bathurst Manor
1925,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,,East,Turning Right,Failed to Yield Right of Way,,,,,,,,,Yes,Yes,,Yes,,,Yes,,,Dorset Park
1515,Major Arterial,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,West,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Yonge-Bay Corridor
945,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,,East,Going Ahead,Disobeyed Traffic Control,,,,,,,Yes,,,,,Yes,,,Yes,Yes,,Etobicoke City Centre
1925,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,55 to 59,Major,South,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,Yes,,,Yes,,,Dorset Park
1255,Minor Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Minimal,West,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Tam O'Shanter-Sullivan
442,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,,North,Going Ahead,Driving Properly,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,Bathurst Manor
1515,Major Arterial,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,Unknown,,,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Normal,,,,Yes,,Yes,,,,,,Yes,,,Yonge-Bay Corridor
945,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,North,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,,,,Yes,,,Yes,Yes,,Etobicoke City Centre
1925,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,,North,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,Yes,,,Yes,,,Dorset Park
1255,Minor Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Tam O'Shanter-Sullivan
442,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,10 to 14,Major,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,Bathurst Manor
1830,Major Arterial,Etobicoke York,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,North,Going Ahead,Other,,,,,,,Yes,,Yes,,,,Yes,,,,,Milliken
945,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,Unknown,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,Yes,,,Yes,Yes,,,Brookhaven-Amesbury
126,Minor Arterial,Etobicoke York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Etobicoke City Centre
2310,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Fatal,Turning Movement,Driver,25 to 29,Fatal,West,Making U Turn,Improper Turn,,,,,,,,,Yes,,,,Yes,,,,,Mount Olive-Silverstone-Jamestown
1244,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,South,Going Ahead,Exceeding Speed Limit,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Moss Park
1255,Minor Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,Major,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Tam O'Shanter-Sullivan
457,Collector,Etobicoke York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,North,Going Ahead,Lost control,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Rockcliffe-Smythe
1830,Major Arterial,Etobicoke York,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,North,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,Yes,,,,,Milliken
126,Minor Arterial,Etobicoke York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Etobicoke City Centre
457,Collector,Etobicoke York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,unknown,,South,Parked,Driving Properly,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Rockcliffe-Smythe
1244,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Truck Driver,60 to 64,,North,Turning Left,Driving Properly,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Moss Park
1255,Minor Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,80 to 84,Minor,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Tam O'Shanter-Sullivan
2310,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Fatal,Turning Movement,Driver,50 to 54,Minor,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,Mount Olive-Silverstone-Jamestown
2203,Minor Arterial,Scarborough,Intersection,No Control,Snow,Dark,Ice,Non-Fatal Injury,SMV Other,Driver,35 to 39,Minor,South,Going Ahead,Speed too Fast For Condition,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Kennedy Park
1830,Major Arterial,Etobicoke York,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,East,,,Vehicle is going straight thru inter.while ped cross with ROW,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,Yes,,,,,Milliken
2310,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Fatal,Turning Movement,Passenger,50 to 54,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Mount Olive-Silverstone-Jamestown
2203,Minor Arterial,Scarborough,Intersection,No Control,Snow,Dark,Ice,Non-Fatal Injury,SMV Other,Passenger,30 to 34,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Kennedy Park
457,Collector,Etobicoke York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,unknown,,South,Parked,Driving Properly,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Rockcliffe-Smythe
1537,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,West,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,Clairlea-Birchmount
457,Collector,Etobicoke York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,unknown,,North,Parked,Driving Properly,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,Rockcliffe-Smythe
1255,Minor Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,85 to 89,Minimal,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Tam O'Shanter-Sullivan
2310,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,"Dark, artificial",Wet,Fatal,Turning Movement,Driver,35 to 39,Minor,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,Mount Olive-Silverstone-Jamestown
2203,Minor Arterial,Scarborough,Intersection,No Control,Snow,Dark,Ice,Non-Fatal Injury,SMV Other,Passenger,35 to 39,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Kennedy Park
1740,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,15 to 19,,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,West Humber-Clairville
1535,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Minor,East,Turning Right,Disobeyed Traffic Control,,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Downsview
1830,Major Arterial,Etobicoke York,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,5 to 9,,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,Milliken
1255,Minor Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,0 to 4,Minimal,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Tam O'Shanter-Sullivan
1548,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,South,Turning Right,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Cliffcrest
2203,Minor Arterial,Scarborough,Intersection,No Control,Snow,Dark,Ice,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Kennedy Park
1740,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,Unknown,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,Yes,,,,,West Humber-Clairville
715,Local,Etobicoke York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,,East,Going Ahead,Lost control,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Rexdale-Kipling
1830,Major Arterial,Etobicoke York,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,Milliken
1703,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,,South,Turning Left,Failed to Yield Right of Way,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,Broadview North
1548,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,East,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Cliffcrest
1850,Major Arterial,North York,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,75 to 79,,North,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Leaside-Bennington
1535,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Minimal,South,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Downsview
715,Local,Etobicoke York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,East,Going Ahead,,,,,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Other,Normal,,Yes,Yes,,,,,Yes,Yes,,,Rexdale-Kipling
951,Major Arterial,Scarborough,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,80 to 84,Minimal,North,Turning Left,Failed to Yield Right of Way,,,,,,,,,Yes,,,,,,Yes,,,Wexford/Maryvale
1703,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,20 to 24,Major,North,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,Broadview North
1751,Major Arterial,North York,Mid-Block,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,,North,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Leaside-Bennington
2320,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,South,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,Bathurst Manor
1535,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Minor,South,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Downsview
917,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Major,South,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,,,Yes,Yes,,Yes,Yes,,Downsview
951,Major Arterial,Scarborough,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,South,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,,,Yes,,,Wexford/Maryvale
1703,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,25 to 29,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,Broadview North
1751,Major Arterial,North York,Mid-Block,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,West,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,Yes,,,Leaside-Bennington
1850,Major Arterial,North York,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,East,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,Leaside-Bennington
2320,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,40 to 44,,West,Going Ahead,Driving Properly,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,Bathurst Manor
1535,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,45 to 49,Minimal,,,,,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Downsview
917,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Minimal,West,Going Ahead,Driving Properly,,,,,,,,,Yes,,,Yes,Yes,,Yes,Yes,,Downsview
1340,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Cyclist Collisions,Cyclist,65 to 69,Fatal,South,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal,,Yes,Yes,,,,,,,,,Agincourt North
1703,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,5 to 9,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,Broadview North
1920,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Minimal,West,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,,,Yes,Yes,Yes,,Humber Summit
2214,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,East,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,Downtown Yonge East
1535,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,Major,,,,,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Downsview
2320,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,60 to 64,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,Bathurst Manor
917,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,,,,,,,,,,,,Yes,,,Yes,Yes,,Yes,Yes,,Downsview
1340,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Cyclist Collisions,Driver,80 to 84,,South,Turning Right,Driving Properly,,,,,,,,Yes,Yes,,,,,,,,,Agincourt North
1030,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,,South,Turning Right,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Downsview
2216,Minor Arterial,Toronto and East York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,,East,Turning Left,Improper Turn,,,,,,,,Yes,Yes,,,,,,,,,Woodbine Corridor
2214,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,20 to 24,,North,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Downtown Yonge East
1920,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Motorcycle Driver,25 to 29,Major,North,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,Yes,,,,Yes,Yes,Yes,,Humber Summit
1535,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Minor,Unknown,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Downsview
2030,Local,Etobicoke York,Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,,East,Going Ahead,Lost control,,,,,,,Yes,,Yes,,,,,,,,,Oakdale-Beverley Heights
2320,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,Bathurst Manor
1800,Major Arterial,Etobicoke York,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,West,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Mount Dennis
1030,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,East,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Downsview
2216,Minor Arterial,Toronto and East York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,West,Going Ahead,,,,,Motorist turned left across cyclists path.,Driving Properly,Normal,,Yes,Yes,,,,,,,,,Woodbine Corridor
1555,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,West,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Little Portugal
1743,Major Arterial,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,,North,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Forest Hill South
2030,Local,Etobicoke York,Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,Unknown,,,Pedestrian hit at mid-block,Other,Normal,,,,Yes,,Yes,,,,,,,,,Oakdale-Beverley Heights
2320,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,,Bathurst Manor
1800,Major Arterial,Etobicoke York,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,West,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Mount Dennis
1323,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,75 to 79,,South,Going Ahead,Following too Close,,,,,,,,,Yes,Yes,,,,,Yes,,,South Eglinton-Davisville
2251,Major Arterial,Toronto and East York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,East,Going Ahead,Lost control,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,North Riverdale
1555,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,North,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Little Portugal
1743,Major Arterial,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,West,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,Forest Hill South
650,Local,North York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,East,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Pleasant View
650,Local,North York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,North,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,Pleasant View
1352,Major Arterial,North York,Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,,East,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Lawrence Park South
1323,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,60 to 64,Major,South,Slowing or Stopping,Driving Properly,,,,,,,,,Yes,Yes,,,,,Yes,,,South Eglinton-Davisville
2251,Major Arterial,Toronto and East York,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,,West,Making U Turn,Driving Properly,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,North Riverdale
